study_accession	secondary_study_accession	sample_accession_list	experiment_accession	run_accession	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	col_taxonomy
PRJEB1717	ERP002419	ERS226848	ERX223347	ERR248813	Phytophthora infestans	Illumina Genome Analyzer IIx	DDR7602	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/ERR248813/ERR248813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/ERR248813/ERR248813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/ERR248813/ERR248813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR248/ERR248813/ERR248813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA204/ERA204660/fastq/DDR7602_ID152_lane2_NoIndex_L.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA204/ERA204660/fastq/DDR7602_ID152_lane2_NoIndex_R.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA204/ERA204660/fastq/DDR7602_ID152_lane2_NoIndex_L.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA204/ERA204660/fastq/DDR7602_ID152_lane2_NoIndex_R.fastq.gz		
